#function,stars,watchers,forks,language
alexa-skills-kit-nodejs-factskill,939,137,1140,JavaScript
alexa-skills-kit-nodejs-triviaskill,239,77,306,JavaScript
hello-world,5919,332,1469,Python
alexa-skills-kit-nodejs-howtoskill,231,57,200,JavaScript
Datadog-Log-Forwarder,110,152,160,Python
microservice-http-endpoint,5919,332,1469,Python
alexa-skills-kit-python36-factskill,77,22,137,Python
alexa-skills-kit-color-expert-python,5919,332,1469,Python
image-resizer-service,54,0,28,JavaScript
alexa-smart-home-skill-adapter,5919,332,1469,Python
alexa-skills-kit-nodejs-premium-facts-skill,46,27,47,JavaScript
alexa-skills-kit-color-expert,5919,332,1469,Python
uploader,72,6,34,JavaScript
api-lambda-save-dynamodb,29,2,8,JavaScript
api-gateway-dev-portal,470,36,159,JavaScript
api-lambda-send-email-ses,16,2,3,JavaScript
hello-world-python3,5919,332,1469,Python
https-request,5919,332,1469,Python
hello-world-python,5919,332,1469,Python
aws-deployment-framework,167,27,41,Python
alexa-skills-kit-nodejs-basic-welcome,1,0,0,JavaScript
alexa-skills-kit-nodejs-hello-world,146,58,237,JavaScript
cloudfront-response-generation,5919,332,1469,Python
AmazonConnectSalesforceLambda,4,1,1,Python
NewRelic-log-ingestion,6,16,9,Python
ALB-Lambda-Target-HelloWorld,197,21,59,Java
hello-go-serverless-webapp,16,3,4,Go
image-processing-service,5920,332,1469,Python
cloudwatch-alarm-to-slack,5920,332,1469,Python
s3-get-object,5920,332,1469,Python
simple-mobile-backend,5920,332,1469,Python
s3-lambda-save-dynamodb,8,2,1,JavaScript
image-magick-lambda-layer,25,6,8,JavaScript
Contact-Us,37,2,12,JavaScript
sqs-poller,5920,332,1469,Python
lambda-web-page-example,4,0,5,JavaScript
api-gateway-authorizer-nodejs,5920,332,1469,Python
ffmpeg-lambda-layer,67,8,12,JavaScript
serverless-cognito,44,2,6,Python
lambda-to-slack,4,1,3,Python
Tesseract,762,39,134,Python
alexa-anagram,4,3,4,JavaScript
sns-message,5920,332,1469,Python
tic-tac-toe,1,1,1,Python
amazon-cognito-passwordless-email-auth,60,4,24,TypeScript
microservice-http-endpoint-python,5920,332,1469,Python
SecretsManagerRedshiftRotationSingleUser,42,13,41,Python
CodePipelineSlackNotifier,60,2,24,Shell
cloudfront-http-redirect,5920,332,1469,Python
microservice-http-endpoint-python3,5920,332,1469,Python
aws-serverless-twitter-event-source,60,16,15,Python
acloudguru-alexadevs-leaderboard,3,6,5,JavaScript
lightsail-backups,45,10,18,JavaScript
api-lambda-update-dynamodb,1,2,1,JavaScript
cfn-nag-pipeline,497,33,95,Ruby
