#function,stars,watchers,forks,language
alexa-skills-kit-nodejs-factskill,996,138,1177,JavaScript
hello-world,27,7,10,JavaScript
alexa-skills-kit-nodejs-triviaskill,242,76,315,JavaScript
alexa-skills-kit-nodejs-howtoskill,235,57,204,JavaScript
Datadog-Log-Forwarder,134,169,210,Python
microservice-http-endpoint,27,7,10,JavaScript
alexa-skills-kit-color-expert-python,27,7,10,JavaScript
alexa-skills-kit-color-expert,27,7,10,JavaScript
hello-world-python3,27,7,10,JavaScript
alexa-smart-home-skill-adapter,27,7,10,JavaScript
image-resizer-service,61,0,31,JavaScript
alexa-skills-kit-python36-factskill,88,23,144,Python
image-magick-lambda-layer,57,7,32,JavaScript
uploader,86,8,39,JavaScript
api-gateway-dev-portal,517,35,179,JavaScript
cloudfront-response-generation,27,7,10,JavaScript
https-request,27,7,10,JavaScript
api-lambda-save-dynamodb,36,2,10,JavaScript
NewRelic-log-ingestion,10,19,12,Python
standard-redirects-for-cloudfront,15,2,2,JavaScript
api-lambda-send-email-ses,18,2,3,JavaScript
hello-world-python,27,7,10,JavaScript
SecretsManagerRedshiftRotationSingleUser,57,15,61,Python
ffmpeg-lambda-layer,101,10,21,JavaScript
alexa-skills-kit-nodejs-premium-facts-skill,53,26,55,JavaScript
ALB-Lambda-Target-HelloWorld,207,22,66,Java
cloudwatch-alarm-to-slack,27,7,10,JavaScript
AmazonConnectSalesforceLambda,6,3,3,Python
lambda-to-slack,4,1,5,Python
serverless-todo,22,3,12,JavaScript
aws-deployment-framework,229,32,72,Python
alexa-skills-kit-nodejs-hello-world,152,57,253,JavaScript
image-processing-service,27,7,10,JavaScript
alexa-skills-kit-nodejs-basic-welcome,1,0,0,JavaScript
amazon-cognito-passwordless-email-auth,78,4,29,TypeScript
api-gateway-authorizer-nodejs,27,7,10,JavaScript
sqs-poller,27,7,10,JavaScript
AthenaCloudwatchConnector,77,20,14,Java
s3-lambda-save-dynamodb,10,2,1,JavaScript
cloudwatch-alarm-to-slack-python3,27,7,10,JavaScript
simple-mobile-backend,27,7,10,JavaScript
SecretsManagerMongoDBRotationSingleUser,57,15,61,Python
s3-get-object,27,7,10,JavaScript
microservice-http-endpoint-python,27,7,10,JavaScript
sns-message,27,7,10,JavaScript
AthenaDynamoDBConnector,77,20,14,Java
lambda-layer-awscli,44,3,13,Makefile
cloudfront-authorization-at-edge,38,5,13,TypeScript
microservice-http-endpoint-python3,27,7,10,JavaScript
hello-go-serverless-webapp,19,3,4,Go
cloudfront-modify-response-header,27,7,10,JavaScript
amazon-cloudfront-access-logs-queries,25,4,21,JavaScript
cloudfront-http-redirect,27,7,10,JavaScript
