#function,stars,watchers,forks,language
alexa-skills-kit-nodejs-factskill,939,137,1139,JavaScript
alexa-skills-kit-nodejs-triviaskill,238,77,306,JavaScript
hello-world,5912,333,1466,Python
alexa-skills-kit-nodejs-howtoskill,231,57,200,JavaScript
Datadog-Log-Forwarder,110,151,159,Python
microservice-http-endpoint,5912,333,1466,Python
alexa-skills-kit-python36-factskill,76,22,137,Python
alexa-skills-kit-color-expert-python,5912,333,1466,Python
image-resizer-service,54,0,28,JavaScript
alexa-smart-home-skill-adapter,5912,333,1466,Python
alexa-skills-kit-nodejs-premium-facts-skill,46,27,47,JavaScript
alexa-skills-kit-color-expert,5912,333,1466,Python
uploader,72,6,34,JavaScript
api-lambda-save-dynamodb,29,2,8,JavaScript
api-gateway-dev-portal,470,36,159,JavaScript
api-lambda-send-email-ses,16,2,3,JavaScript
hello-world-python3,5912,333,1466,Python
serverless-todo,19,3,10,JavaScript
https-request,5912,333,1466,Python
hello-world-python,5912,333,1466,Python
aws-deployment-framework,166,26,40,Python
alexa-skills-kit-nodejs-basic-welcome,1,0,0,JavaScript
alexa-skills-kit-nodejs-hello-world,145,58,237,JavaScript
cloudfront-response-generation,5912,333,1466,Python
AmazonConnectSalesforceLambda,4,1,1,Python
NewRelic-log-ingestion,6,16,9,Python
ALB-Lambda-Target-HelloWorld,197,21,59,Java
hello-go-serverless-webapp,16,3,4,Go
image-processing-service,5912,333,1466,Python
s3-get-object,5912,333,1466,Python
cloudwatch-alarm-to-slack,5912,333,1466,Python
image-magick-lambda-layer,25,6,8,JavaScript
Contact-Us,37,2,12,JavaScript
sqs-poller,5912,333,1466,Python
lambda-web-page-example,4,0,5,JavaScript
api-gateway-authorizer-nodejs,5912,333,1466,Python
serverless-cognito,44,2,6,Python
ffmpeg-lambda-layer,67,8,12,JavaScript
lambda-to-slack,4,1,3,Python
Tesseract,762,39,133,Python
alexa-anagram,4,3,4,JavaScript
sns-message,5912,333,1466,Python
tic-tac-toe,1,1,1,Python
amazon-cognito-passwordless-email-auth,60,4,24,TypeScript
microservice-http-endpoint-python,5912,333,1466,Python
