#function,stars,watchers,forks,language
alexa-skills-kit-nodejs-factskill,998,137,1185,JavaScript
hello-world,40,7,20,JavaScript
alexa-skills-kit-nodejs-triviaskill,242,75,317,JavaScript
alexa-skills-kit-nodejs-howtoskill,235,56,205,JavaScript
Datadog-Log-Forwarder,142,173,214,Python
microservice-http-endpoint,40,7,20,JavaScript
alexa-skills-kit-color-expert-python,40,7,20,JavaScript
alexa-skills-kit-color-expert,40,7,20,JavaScript
hello-world-python3,40,7,20,JavaScript
alexa-smart-home-skill-adapter,40,7,20,JavaScript
image-resizer-service,63,0,31,JavaScript
image-magick-lambda-layer,66,5,38,JavaScript
alexa-skills-kit-python36-factskill,88,22,145,Python
uploader,88,8,40,JavaScript
api-gateway-dev-portal,526,35,181,JavaScript
cloudfront-response-generation,40,7,20,JavaScript
https-request,40,7,20,JavaScript
api-lambda-save-dynamodb,36,3,10,JavaScript
NewRelic-log-ingestion,13,19,16,Python
standard-redirects-for-cloudfront,16,2,3,JavaScript
api-lambda-send-email-ses,18,2,3,JavaScript
hello-world-python,40,7,20,JavaScript
SecretsManagerRedshiftRotationSingleUser,62,15,62,Python
ffmpeg-lambda-layer,103,10,21,JavaScript
alexa-skills-kit-nodejs-premium-facts-skill,53,25,56,JavaScript
AmazonConnectSalesforceLambda,6,3,3,Python
ALB-Lambda-Target-HelloWorld,211,22,67,Java
cloudwatch-alarm-to-slack,40,7,20,JavaScript
lambda-to-slack,5,1,5,Python
aws-deployment-framework,245,34,76,Python
serverless-todo,22,3,13,JavaScript
alexa-skills-kit-nodejs-hello-world,152,56,256,JavaScript
image-processing-service,40,7,20,JavaScript
amazon-cognito-passwordless-email-auth,82,4,30,TypeScript
alexa-skills-kit-nodejs-basic-welcome,1,0,0,JavaScript
api-gateway-authorizer-nodejs,40,7,20,JavaScript
sqs-poller,40,7,20,JavaScript
AthenaCloudwatchConnector,89,21,16,Java
AthenaDynamoDBConnector,89,21,16,Java
s3-lambda-save-dynamodb,10,2,1,JavaScript
cloudfront-authorization-at-edge,44,6,13,TypeScript
cloudwatch-alarm-to-slack-python3,40,7,20,JavaScript
simple-mobile-backend,40,7,20,JavaScript
lambda-layer-awscli,50,3,15,Makefile
sns-message,40,7,20,JavaScript
SecretsManagerMongoDBRotationSingleUser,62,15,62,Python
s3-get-object,40,7,20,JavaScript
microservice-http-endpoint-python,40,7,20,JavaScript
